pressing_q,pathway_q,roadblock_q,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
T,F,T,ZW3W5H4X,journalArticle,2014,"Bladon, Kevin D.; Emelko, Monica B.; Silins, Uldis; Stone, Micheal",Wildfire and the Future of Water Supply,Environmental Science & Technology,,0013-936X,10.1021/es500130g,https://doi.org/10.1021/es500130g,"In many parts of the world, forests provide high quality water for domestic, agricultural, industrial, and ecological needs, with water supplies in those regions inextricably linked to forest health. Wildfires have the potential to have devastating effects on aquatic ecosystems and community drinking water supply through impacts on water quantity and quality. In recent decades, a combination of fuel load accumulation, climate change, extensive droughts, and increased human presence in forests have resulted in increases in area burned and wildfire severity—a trend predicted to continue. Thus, the implications of wildfire for many downstream water uses are increasingly concerning, particularly the provision of safe drinking water, which may require additional treatment infrastructure and increased operations and maintenance costs in communities downstream of impacted landscapes. A better understanding of the effects of wildfire on water is needed to develop effective adaptation and mitigation strategies to protect globally critical water supplies originating in forested environments.",8/19/14,4/12/23 21:24,4/12/23 21:24,4/12/23 21:24,8936-8943,,16,48,,Environ. Sci. Technol.,,,,,,,,,,,,,ACS Publications,,Publisher: American Chemical Society,,C:\Users\guer310\Zotero\storage\RZ5ZCTQJ\es500130g.html; C:\Users\guer310\Zotero\storage\FZMSLFKH\Bladon et al. - 2014 - Wildfire and the Future of Water Supply.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,T,T,G2JFFH6H,journalArticle,2018,"Blankinship, Joseph C.; Berhe, Asmeret Asefaw; Crow, Susan E.; Druhan, Jennifer L.; Heckman, Katherine A.; Keiluweit, Marco; Lawrence, Corey R.; Marín-Spiotta, Erika; Plante, Alain F.; Rasmussen, Craig; Schädel, Christina; Schimel, Joshua P.; Sierra, Carlos A.; Thompson, Aaron; Wagai, Rota; Wieder, William R.","Improving understanding of soil organic matter dynamics by triangulating theories, measurements, and models",Biogeochemistry,,1573-515X,10.1007/s10533-018-0478-2,https://doi.org/10.1007/s10533-018-0478-2,"Soil organic matter (SOM) turnover increasingly is conceptualized as a tension between accessibility to microorganisms and protection from decomposition via physical and chemical association with minerals in emerging soil biogeochemical theory. Yet, these components are missing from the original mathematical models of belowground carbon dynamics and remain underrepresented in more recent compartmental models that separate SOM into discrete pools with differing turnover times. Thus, a gap currently exists between the emergent understanding of SOM dynamics and our ability to improve terrestrial biogeochemical projections that rely on the existing models. In this opinion paper, we portray the SOM paradigm as a triangle composed of three nodes: conceptual theory, analytical measurement, and numerical models. In successful approaches, we contend that the nodes are connected—models capture the essential features of dominant theories while measurement tools generate data adequate to parameterize and evaluate the models—and balanced—models can inspire new theories via emergent behaviors, pushing empiricists to devise new measurements. Many exciting advances recently pushed the boundaries on one or more nodes. However, newly integrated triangles have yet to coalesce. We conclude that our ability to incorporate mechanisms of microbial decomposition and physicochemical protection into predictions of SOM change is limited by current disconnections and imbalances among theory, measurement, and modeling. Opportunities to reintegrate the three components of the SOM paradigm exist by carefully considering their linkages and feedbacks at specific scales of observation.",8/1/18,4/14/23 3:38,4/14/23 3:38,4/14/23 3:38,13-Jan,,1,140,,Biogeochemistry,,,,,,,,en,,,,,Springer Link,,,,C:\Users\guer310\Zotero\storage\NC5S4Z7L\Blankinship et al. - 2018 - Improving understanding of soil organic matter dyn.pdf,,,Biogeochemical models; Carbon stabilization; Decomposition; Global carbon cycle; Soil organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,SRD2PVLL,journalArticle,2020,"Blount, Kyle; Ruybal, Christopher J.; Franz, Kristie J.; Hogue, Terri S.",Increased water yield and altered water partitioning follow wildfire in a forested catchment in the western United States,Ecohydrology,,1936-0592,10.1002/eco.2170,https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.2170,"As wildfires in much of the western United States increase in size, frequency, and severity, understanding the impact of these fires on water yield from forested headwater basins is essential to successful management of water resources. The current study examines the changes in partitioning of the hydrologic cycle in the Mill Creek Basin that follow the Chippy Creek Fire in Montana, USA, due to alterations to the vegetative regime. The analysis utilizes remote sensing-based vegetation indices and evapotranspiration, a model-interpolated precipitation product, and discharge data to assess annual water budgets and vegetative regimes in the Mill Creek Basin. After being almost 90% burned in the Chippy Creek Fire, vegetation in the catchment has shifted from almost exclusively mixed conifer forest to sagebrush scrubs and grasses. This shift in vegetation is accompanied by abrupt shifts in partitioning of the water budget, resulting in an altered ecohydrologic regime. Post-fire, evapotranspiration decreases annually by 250 mm (46%), and evaporative fraction decreases by 0.53. However, evapotranspiration product biases may overestimate this decrease from pre- to post-fire. This decrease in evapotranspiration results in an annual increase in streamflow of 136 mm, a 21% increase in the runoff ratio, and a 140% increase in water yield. These changes to the water budget are consistent for 10 years post-fire and show no trend towards pre-fire values during the study period. Results will help inform planning and management of water resources downstream of forested catchments that have been impacted by wildfire.",2020,4/14/23 3:41,4/14/23 3:41,4/14/23 3:41,e2170,,1,13,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/eco.2170,,C:\Users\guer310\Zotero\storage\J7I9SSYL\Blount et al. - 2020 - Increased water yield and altered water partitioni.pdf; C:\Users\guer310\Zotero\storage\QW65LS44\eco.html,,,wildfire; evapotranspiration; forested catchments; hydrologic partitioning; water yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,K3ZYYG8H,journalArticle,2014,"Boano, F.; Harvey, J. W.; Marion, A.; Packman, A. I.; Revelli, R.; Ridolfi, L.; Wörman, A.","Hyporheic flow and transport processes: Mechanisms, models, and biogeochemical implications",Reviews of Geophysics,,1944-9208,10.1002/2012RG000417,https://onlinelibrary.wiley.com/doi/abs/10.1002/2012RG000417,"Fifty years of hyporheic zone research have shown the important role played by the hyporheic zone as an interface between groundwater and surface waters. However, it is only in the last two decades that what began as an empirical science has become a mechanistic science devoted to modeling studies of the complex fluid dynamical and biogeochemical mechanisms occurring in the hyporheic zone. These efforts have led to the picture of surface-subsurface water interactions as regulators of the form and function of fluvial ecosystems. Rather than being isolated systems, surface water bodies continuously interact with the subsurface. Exploration of hyporheic zone processes has led to a new appreciation of their wide reaching consequences for water quality and stream ecology. Modern research aims toward a unified approach, in which processes occurring in the hyporheic zone are key elements for the appreciation, management, and restoration of the whole river environment. In this unifying context, this review summarizes results from modeling studies and field observations about flow and transport processes in the hyporheic zone and describes the theories proposed in hydrology and fluid dynamics developed to quantitatively model and predict the hyporheic transport of water, heat, and dissolved and suspended compounds from sediment grain scale up to the watershed scale. The implications of these processes for stream biogeochemistry and ecology are also discussed.",2014,4/14/23 3:42,4/14/23 3:42,4/14/23 3:42,603-679,,4,52,,,Hyporheic flow and transport processes,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2012RG000417,,C:\Users\guer310\Zotero\storage\6DK7FZF5\Boano et al. - 2014 - Hyporheic flow and transport processes Mechanisms.pdf; C:\Users\guer310\Zotero\storage\KCDHXPXB\2012RG000417.html,,,groundwater; hyporheic; river; stream-aquifer; surface water; sw-gw interactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,SXIHWXDX,journalArticle,2014,"Bodí, Merche B.; Martin, Deborah A.; Balfour, Victoria N.; Santín, Cristina; Doerr, Stefan H.; Pereira, Paulo; Cerdà, Artemi; Mataix-Solera, Jorge","Wildland fire ash: Production, composition and eco-hydro-geomorphic effects",Earth-Science Reviews,,128252,10.1016/j.earscirev.2013.12.007,https://linkinghub.elsevier.com/retrieve/pii/S0012825214000026,"Fire transforms fuels (i.e. biomass, necromass, soil organic matter) into materials with different chemical and physical properties. One of these materials is ash, which is the particulate residue remaining or deposited on the ground that consists of mineral materials and charred organic components. The quantity and characteristics of ash produced during a wildland ﬁre depend mainly on (1) the total burned fuel (i.e. fuel load), (2) fuel type and (3) its combustion completeness. For a given fuel load and type, a higher combustion completeness will reduce the ash organic carbon content, increasing the relative mineral content, and hence reducing total mass of ash produced. The homogeneity and thickness of the ash layer can vary substantially in space and time and reported average thicknesses range from close to 0 to 50 mm. Ash is a highly mobile material that, after its deposition, may be incorporated into the soil proﬁle, redistributed or removed from a burned site within days or weeks by wind and water erosion to surface depressions, footslopes, streams, lakes, reservoirs and, potentially, into marine deposits.",2014-03,4/14/23 3:47,4/14/23 3:47,4/14/23 3:47,103-127,,,130,,Earth-Science Reviews,Wildland fire ash,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\guer310\Zotero\storage\UMM35WJ6\Bodí et al. - 2014 - Wildland fire ash Production, composition and eco.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,SHFNN2W8,journalArticle,2009,"Boerner, Ralph E. J.; Huang, Jianjun; Hart, Stephen C.",Impacts of Fire and Fire Surrogate treatments on forest soil properties: a meta-analytical approach,Ecological Applications,,1939-5582,10.1890/07-1767.1,https://onlinelibrary.wiley.com/doi/abs/10.1890/07-1767.1,"The soils underlying the 12 Fire and Fire Surrogates Network include six soil orders and >50 named soil series. Across the network, pretreatment soils varied from 3.7 to 7.1 in pH, and exhibited ranges of twofold in bulk density, fourfold in soil organic C (SOC) content, 10-fold in total inorganic N (TIN), and 200–1000-fold in extractable Ca and K. Nonmetric multidimensional (NMS) ordination of pretreatment soil conditions arrayed the FFS sites along gradients of pH/base cation status, net N transformation rates, bulk density, and SOC. At the network scale, mineral soil exposure was significantly greater in fire-only (mean of 9.2%) and mechanical + fire (5.0%) treatments than in the controls (1.5%) during the first posttreatment year, and this persisted through the later sampling year (second through fourth year, depending on site) in the fire-only treatment (fire 4.1%, control 1.1%). Bulk density was not affected significantly at the network scale. TIN concentrations during the first posttreatment year increased after all three manipulative treatments, but this effect did not persist to the later sampling year. Neither SOC content nor soil C:N ratio was affected by any of the treatments at the network scale. At the individual site scale, the combined mechanical + fire treatment produced more significant site × treatment × year effects than did the fire-only or mechanical-only treatments, though in most cases even the statistically significant differences produced by the manipulative treatments were modest in magnitude. Ordination of first-year standardized effect sizes produced no discernable separation of the three manipulative treatments but did separate the three sites with the greatest fire severity (based on proportional fuel consumption) from the majority of the network sites, with changes in pH, TIN, SOC content, and soil C:N ratio correlating most strongly with this separation. Ordination of the effect sizes from the later sampling year produced somewhat clearer separation of treatments than did the first-year ordination, though fewer sites were represented in this second ordination. Overall, the network-wide effects of the FFS treatments on soil properties appear to have been modest and transient.",2009,4/14/23 3:48,4/14/23 3:48,4/14/23 3:48,338-358,,2,19,,,Impacts of Fire and Fire Surrogate treatments on forest soil properties,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1767.1,,C:\Users\guer310\Zotero\storage\ZN5HIYY8\Boerner et al. - 2009 - Impacts of Fire and Fire Surrogate treatments on f.pdf; C:\Users\guer310\Zotero\storage\QEV6Q8SX\07-1767.html,,,prescribed fire; carbon; forest soil; mechanical treatment; meta-analysis; nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,ZZJP6KVD,journalArticle,2017,"Boisramé, Gabrielle; Thompson, Sally; Collins, Brandon; Stephens, Scott",Managed Wildfire Effects on Forest Resilience and Water in the Sierra Nevada,Ecosystems,,1435-0629,10.1007/s10021-016-0048-1,https://doi.org/10.1007/s10021-016-0048-1,"Fire suppression in many dry forest types has left a legacy of dense, homogeneous forests. Such landscapes have high water demands and fuel loads, and when burned can result in catastrophically large fires. These characteristics are undesirable in the face of projected warming and drying in the western US. Alternative forest and fire treatments based on managed wildfire—a regime in which fires are allowed to burn naturally and only suppressed under defined management conditions—offer a potential strategy to ameliorate the effects of fire suppression. Understanding the long-term effects of this strategy on vegetation, water, and forest resilience is increasingly important as the use of managed wildfire becomes more widely accepted. The Illilouette Creek Basin in Yosemite National Park has experienced 40 years of managed wildfire, reducing forest cover by 22%, and increasing meadow areas by 200% and shrublands by 24%. Statistical upscaling of 3300 soil moisture observations made since 2013 suggests that large increases in wetness occurred in sites where fire caused transitions from forests to dense meadows. The runoff ratio (ratio of annual runoff to precipitation) from the basin appears to be increasing or stable since 1973, compared to declines in runoff ratio for nearby, unburned watersheds. Managed wildfire appears to increase landscape heterogeneity, and likely improves resilience to disturbances, such as fire and drought, although more detailed analysis of fire effects on basin-scale hydrology is needed.",6/1/17,4/12/23 20:59,4/12/23 20:59,4/12/23 20:59,717-732,,4,20,,Ecosystems,,,,,,,,en,,,,,Springer Link,,,,C:\Users\guer310\Zotero\storage\BKPZCUQQ\Boisramé et al. - 2017 - Managed Wildfire Effects on Forest Resilience and .pdf,,,wildfire; hydrology; fire ecology; forest structure; meadow; mixed conifer; montane; resilience; soil moisture; wildland fire use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,F,F,HZR72K2H,journalArticle,2021,"Bostick, K. W.; Zimmerman, A. R.; Goranov, A. I.; Mitra, S.; Hatcher, P. G.; Wozniak, A. S.",Biolability of Fresh and Photodegraded Pyrogenic Dissolved Organic Matter From Laboratory-Prepared Chars,Journal of Geophysical Research: Biogeosciences,,2169-8961,10.1029/2020JG005981,https://onlinelibrary.wiley.com/doi/abs/10.1029/2020JG005981,"Pyrogenic dissolved organic matter (pyDOM) is known to be an important biogeochemical constituent of aquatic ecosystems and the carbon cycle. While recent studies have examined how pyDOM production, composition, and photolability varies with parent pyrogenic solid material type, we lack an understanding of potential microbial mineralization and transformation of pyDOM in the biogeosphere. Thus, leachates of oak, charred at 400 °C and 650 °C, as well as their photodegraded counterparts were incubated with a soil-extracted microbial consortium over 96 days. During the incubation, significantly more carbon was biomineralized from the lower versus higher temperature char leachate (45% vs. 37% lost, respectively). Further, the photodegraded leachates were biomineralized to significantly greater extents than their fresh non-photodegraded counterparts. Kinetic modeling identified the mineralizable pyDOC fractions to have half-lives of 9–13 days. Proton nuclear magnetic resonance spectroscopy indicated that the majority of this loss could be attributed to low molecular weight constituents of pyDOM (i.e., simple alcohols and acids). Further, the quantification of benzenepolycarboxylic acid (BPCA) molecular markers indicated that condensed aromatic compounds in pyDOM were biomineralized to much lesser extents (4.4% and 10.1% decrease in yields of ΣBPCA-C over 66 days from 400 °C and 650 °C oak pyDOM, respectively), but most of this loss could be attributed to the biomineralization of smaller condensed clusters (four aromatic rings or less). These results highlight the contrasting bioavailability of different portions of pyDOM, and the need to examine both to evaluate its role in soil or aquatic heterotrophy and its environmental fate in the hydrogeosphere.",2021,4/12/23 21:03,4/12/23 21:03,4/12/23 21:03,e2020JG005981,,5,126,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2020JG005981,,C:\Users\guer310\Zotero\storage\GUY5DY63\Bostick et al. - 2021 - Biolability of Fresh and Photodegraded Pyrogenic D.pdf; C:\Users\guer310\Zotero\storage\YXPBMFJ9\2020JG005981.html,,,biochar; black carbon; biodegradation; biomineralization; condensed aromatic carbon; pyrogenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,T,F,EN85QDUG,journalArticle,2020,"Bowman, David M. J. S.; Kolden, Crystal A.; Abatzoglou, John T.; Johnston, Fay H.; van der Werf, Guido R.; Flannigan, Mike",Vegetation fires in the Anthropocene,Nature Reviews Earth and Environment,,,10.1038/s43017-020-0085-3,https://ui.adsabs.harvard.edu/abs/2020NRvEE...1..500B,"Vegetation fires are an essential component of the Earth system but can also cause substantial economic losses, severe air pollution, human mortality and environmental damage. Contemporary fire regimes are increasingly impacted by human activities and climate change, but, owing to the complex fire-human-climate interactions and incomplete historical or long-term datasets, it is difficult to detect and project fire-regime trajectories. In this Review, we describe recent global and regional trends in fire activity and examine projections for fire regimes in the near future. Although there are large uncertainties, it is likely that the economic and environmental impacts of vegetation fires will worsen as a result of anthropogenic climate change. These effects will be particularly prominent in flammable forests in populated temperate zones, the sparsely inhabited flammable boreal zone and fire-sensitive tropical rainforests, and will contribute to greenhouse gas emissions. The impacts of increased fire activity can be mitigated through effective stewardship of fire regimes, which should be achieved through evidence-based fire management that incorporates indigenous and local knowledge, combined with planning and design of natural and urban landscapes. Increasing transdisciplinary research is needed to fully understand how Anthropocene fire regimes are changing and how humans must adapt.",8/1/20,4/12/23 21:06,4/12/23 21:06,4/12/23 21:06,500-515,,,1,,,,,,,,,,,,,,,NASA ADS,,ADS Bibcode: 2020NRvEE...1..500B,,C:\Users\guer310\Zotero\storage\T83LWH9W\Bowman et al. - 2020 - Vegetation fires in the Anthropocene.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,T,F,JF3Y5WQL,journalArticle,2013,"Bowman, David M.J.S.; O'Brien, Jessica A.; Goldammer, Johann G.",Pyrogeography and the Global Quest for Sustainable Fire Management,Annual Review of Environment and Resources,,,10.1146/annurev-environ-082212-134049,https://doi.org/10.1146/annurev-environ-082212-134049,"Fire is an ancient influence on the Earth system, affecting biogeochemical cycles and ecosystems. Humans have had a profound influence on global fire activity through setting and controlling fires, modifying the flammability of landscapes, and, more recently, changing the climate through the combustion of fossil fuels. We review this web of complex direct and indirect effects of fire on Earth using the framework provided by the emerging discipline of pyrogeography that unites biological, atmospheric, and social perspectives on fire. We describe the transition from fire activity before humans evolved, through the hunter-gatherer and agricultural phases, to the current period in Earth history dominated by industrialization (Anthropocene). We illustrate how pyrogeography provides the necessary framework to understand fire in the Anthropocene, including the management of pyrogenic emissions, protection of human life, conservation of biodiversity, and provision of ecosystem services.",2013,4/14/23 5:00,4/14/23 5:00,4/14/23 5:00,57-80,,1,38,,,,,,,,,,,,,,,Annual Reviews,,_eprint: https://doi.org/10.1146/annurev-environ-082212-134049,,C:\Users\guer310\Zotero\storage\95S3MJFB\Bowman et al. - 2013 - Pyrogeography and the Global Quest for Sustainable.pdf,,,wildfire; climate change; Anthropocene; fire ecology; greenhouse gas pollution; smoke; wildland-urban interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,F,T,6DR5D38A,journalArticle,2018,"Brewer, Shannon K.; Worthington, Thomas A.; Mollenhauer, Robert; Stewart, David R.; McManamay, Ryan A.; Guertault, Lucie; Moore, Desiree",Synthesizing models useful for ecohydrology and ecohydraulic approaches: An emphasis on integrating models to address complex research questions,Ecohydrology,,1936-0592,10.1002/eco.1966,https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.1966,"Ecohydrology combines empiricism, data analytics, and the integration of models to characterize linkages between ecological and hydrological processes. A challenge for practitioners is determining which models best generalizes heterogeneity in hydrological behaviour, including water fluxes across spatial and temporal scales, integrating environmental and socio-economic activities to determine best watershed management practices and data requirements. We conducted a literature review and synthesis of hydrologic, hydraulic, water quality, and ecological models designed for solving interdisciplinary questions. We reviewed 1,275 papers and identified 178 models that have the capacity to answer an array of research questions about ecohydrology or ecohydraulics. Of these models, 43 were commonly applied due to their versatility, accessibility, user-friendliness, and excellent user-support. Forty-one of 43 reviewed models were linked to at least 1 other model especially: Water Quality Analysis Simulation Program (linked to 21 other models), Soil and Water Assessment Tool (19), and Hydrologic Engineering Center's River Analysis System (15). However, model integration was still relatively infrequent. There was substantial variation in model applications, possibly an artefact of the regional focus of research questions, simplicity of use, quality of user-support efforts, or a limited understanding of model applicability. Simply increasing the interoperability of model platforms, transformation of models to user-friendly forms, increasing user-support, defining the reliability and risk associated with model results, and increasing awareness of model applicability may promote increased use of models across subdisciplines. Nonetheless, the current availability of models allows an array of interdisciplinary questions to be addressed, and model choice relates to several factors including research objective, model complexity, ability to link to other models, and interface choice.",2018,4/14/23 5:00,4/14/23 5:00,4/14/23 5:00,e1966,,7,11,,,Synthesizing models useful for ecohydrology and ecohydraulic approaches,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/eco.1966,,C:\Users\guer310\Zotero\storage\M5N7AJWR\Brewer et al. - 2018 - Synthesizing models useful for ecohydrology and ec.pdf; C:\Users\guer310\Zotero\storage\V3UZRCMW\eco.html,,,landscape; hydrology; water quality; ecology; hydraulics; model integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
